experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage1_sweep_057,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.66,0.92,0.769,0.822,0.871,0.92,0.95,0.756,0.961,0.846,0.817,0.827,0.822,2025-10-28T17:21:41.814081Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_058,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.641,0.983,0.776,0.811,0.859,0.907,0.05,0.743,0.967,0.84,0.806,0.803,0.792,2025-10-28T17:21:43.807361Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_059,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.625,0.949,0.754,0.794,0.851,0.906,0.55,0.756,0.962,0.847,0.816,0.82,0.816,2025-10-28T17:21:45.928896Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_060,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.656,0.979,0.786,0.814,0.86,0.904,0.95,0.765,0.986,0.862,0.826,0.816,0.802,2025-10-28T17:21:47.502132Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_061,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.59,1.0,0.742,0.764,0.821,0.878,0.05,0.723,1.0,0.839,0.793,0.775,0.757,2025-10-28T17:21:48.790754Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_062,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.557,0.991,0.714,0.731,0.797,0.864,0.05,0.712,0.999,0.832,0.787,0.775,0.763,2025-10-28T17:21:50.255054Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_063,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.586,0.986,0.735,0.769,0.829,0.89,0.05,0.722,0.996,0.837,0.796,0.785,0.775,2025-10-28T17:21:51.590575Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_064,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.571,0.999,0.727,0.752,0.815,0.878,0.05,0.719,0.999,0.836,0.794,0.782,0.77,2025-10-28T17:21:52.938042Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_065,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.9,0.634,0.972,0.767,0.802,0.852,0.902,0.6,0.733,0.987,0.842,0.805,0.8,0.79,2025-10-28T17:21:54.550486Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_066,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.65,0.621,0.982,0.761,0.796,0.851,0.905,0.55,0.743,0.986,0.847,0.813,0.808,0.801,2025-10-28T17:21:56.019294Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_067,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.541,1.0,0.702,0.696,0.763,0.83,0.05,0.706,1.0,0.828,0.77,0.742,0.715,2025-10-28T17:21:57.425531Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_068,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.8,0.574,0.967,0.72,0.75,0.815,0.882,0.95,0.718,0.995,0.834,0.791,0.779,0.771,2025-10-28T17:21:58.906741Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_069,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.689,0.93,0.792,0.838,0.883,0.926,1.0,0.725,0.997,0.84,0.799,0.806,0.8,2025-10-28T17:22:00.266935Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_070,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.567,0.99,0.721,0.744,0.809,0.873,0.8,0.713,0.999,0.832,0.789,0.781,0.771,2025-10-28T17:22:01.725345Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_071,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.583,0.978,0.73,0.755,0.816,0.879,0.05,0.715,0.992,0.831,0.789,0.781,0.773,2025-10-28T17:22:03.283960Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_072,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.593,0.996,0.743,0.765,0.822,0.879,0.55,0.727,0.997,0.841,0.8,0.787,0.774,2025-10-28T17:22:04.592795Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.5,False,repeat,0.0
