Signature,Experiments,Quality,Balance,Positive Subsets,Negative Subsets,ood.f1__mean,ood.f1__std,ood.precision__mean,ood.precision__std,ood.recall__mean,ood.recall__std
6045f3bb,"stage10_001, stage10_002, stage10_003","high, medium",Yes,top50,hardneg_conf_min_99,0.758,0.06,0.988,0.008,0.618,0.081
